parent_qcode,parent_label,child_qcode,child_label,parent_definition,child_definition
medtop:20001137,stock recommendation,medtop:20001139,hold recommendation,An analyst's recommendation for particular stocks. May include the analyst s price target for the stock.,An analyst's recommendation to hold particular stocks. May include the analyst s price target for the stock.
medtop:20001137,stock recommendation,medtop:20001140,sell recommendation,An analyst's recommendation for particular stocks. May include the analyst s price target for the stock.,An analyst's recommendation to sell particular stocks. May include the analyst s price target for the stock.
medtop:20000594,civil and public service,medtop:20001144,civilian service,"The paid service by civilians for the government, and the often non-paid service of individuals for the benefit of others (public service)",Unpaid service for the community as civilian
medtop:20000349,business enterprise,medtop:20001158,start-up and entrepreneurial business,Organisations set up to create and sell a product or service,"The process of designing, launching and running a new business"
medtop:20000349,business enterprise,medtop:20001172,small and medium enterprise,Organisations set up to create and sell a product or service,"A small and medium enterprise (SME) is a company whose number of employees, balance and turnover cannot exceed certain limits set by the country where it is located"
medtop:20000349,business enterprise,medtop:20001278,cooperative,Organisations set up to create and sell a product or service,"An organisation which is owned and run jointly by its members, who share the profits or benefits of their work"
medtop:20001182,social media,medtop:20001192,influencers,Content created to be shared within online social networks,Persons who distribute content on internet forums and social media and are followed by many people thereby influencing them to buy and use products
medtop:20000097,fraud,medtop:20001195,tax evasion,Intentional deception for personal or financial gain,"The illegal evasion of taxes by individuals, corporations, and trusts"
medtop:20000147,road accident and incident,medtop:20001201,wildlife traffic accident,An accident or incident involving road vehicles.,Traffic accidents involving wild animals
medtop:20000150,fire,medtop:20001202,wildfire,"Fires started by an accidental or unknown source. For wildfires, use wildfire. For fires started with a criminal intent, use arson.",An uncontrolled fire in an area of combustible vegetation
medtop:20000257,renewable energy,medtop:20001208,geothermal power,Energy derived from sustainable sources,Thermal energy that is generated and stored in the Earth
medtop:20000257,renewable energy,medtop:20001209,solar power,Energy derived from sustainable sources,Electricity generated and harvested from the sun's rays
medtop:20000257,renewable energy,medtop:20001210,hydroelectric power,Energy derived from sustainable sources,Electricity produced from hydropower when water flows through turbines
medtop:20000257,renewable energy,medtop:20001211,wind power,Energy derived from sustainable sources,"Electricity that is generated by kinetic energy of wind, usually produced by windmills or turbines"
medtop:20000501,ceremony,medtop:20001233,name ceremony,"Rituals, such as dedications, wreath laying or celebrating the launching of a ship","Event at which an infant, youth, or adult is given a name"
medtop:20000501,ceremony,medtop:20001234,graduation,"Rituals, such as dedications, wreath laying or celebrating the launching of a ship","A ceremony, also known as commencement, at which a person receives a diploma or academic degree"
medtop:20000501,ceremony,medtop:20001235,funeral and memorial service,"Rituals, such as dedications, wreath laying or celebrating the launching of a ship",A ceremony to memorialise a deceased person
medtop:20000501,ceremony,medtop:20001236,wedding,"Rituals, such as dedications, wreath laying or celebrating the launching of a ship","Marriage ceremony and the events and parties surrounding it, such as wedding receptions, engagement parties, bridal showers and hen or stag parties"
medtop:20001339,wellness,medtop:20001239,exercise and fitness,The active pursuit of good mental and physical health,"Physical activity with the purpose to maintain and improve health and wellness, gain stamina or for enjoyment"
medtop:20001339,wellness,medtop:20001340,mental wellbeing,The active pursuit of good mental and physical health,"The personal pursuit of mental health through activities such as meditation, stress reduction, technology detoxes and journalling"
medtop:20000572,trend,medtop:20001250,body modification,Interest in what is considered hip or popular at a certain point in time,"Actions taken to permanently or semi-permanently change body appearance, such as piercing and tattooing"
medtop:20001250,body modification,medtop:20001251,tattooing,"Actions taken to permanently or semi-permanently change body appearance, such as piercing and tattooing","A form of body modification where a design is made by inserting ink, dyes and pigments into the dermis layer of the skin to permanently change the pigment"
medtop:20001250,body modification,medtop:20001252,piercing,"Actions taken to permanently or semi-permanently change body appearance, such as piercing and tattooing","A form of body modification involving the puncturing or cutting of a part of the human body, creating an opening in which jewellery may be worn or where an implant could be inserted"
medtop:20000568,food and drink enthusiasm,medtop:20001253,cooking and baking,Interest in eating and drinking,Interest in preparing meals or baked goods
medtop:20000568,food and drink enthusiasm,medtop:20001254,"beer, wine and spirits",Interest in eating and drinking,"Interest in the consumption, production and collection of alcoholic beverages"
medtop:20000570,house and home,medtop:20001255,home renovation,Interest in maintaining and decorating one's home,Interest in renovating one's property
medtop:20000570,house and home,medtop:20001256,interior decoration,Interest in maintaining and decorating one's home,Interest in decorating one's home
medtop:20000570,house and home,medtop:20001257,gardening,Interest in maintaining and decorating one's home,Interest in working in one's garden
medtop:20000552,public holiday,medtop:20001267,Midsummer,A day of celebration declared by a government,Northern European celebrations that accompany the Summer solstice
