qcode,label,parents,definition
medtop:20000640,summit meeting,medtop:20000639,Meetings between high-level government officials or heads of state for the purpose of diplomatic negotiations to ease international tensions or to discuss common goals
medtop:20000641,treaty,medtop:20000639,A written agreement between international entities that is binding under international law
medtop:20000642,economic sanction,medtop:20000638,Economic measures taken by one country or intergovernmental agency against another such as trade restrictions and embargoes
medtop:20000643,foreign aid,medtop:20000638,"Support from one nation to another for purposes such as disaster, general economic development or diplomacy"
medtop:20000644,international organisation,medtop:20000638,Organisation with members and functions that cross international borders
medtop:20000645,refugees and internally displaced people,medtop:20000638,"People seeking shelter or asylum in another region because of some fear of persecution, conflict, or natural disaster in their own region"
medtop:20000646,non-governmental organisation (NGO),medtop:11000000,"Groups officially outside of government that lobby, demonstrate or campaign on a wide range of issues such as economics, the environment and healthcare"
medtop:20000647,political crisis,medtop:11000000,"Conflict that rises to a level where, depending on events, governments can fall etc"
medtop:20000648,political prisoners and dissenters,medtop:11000000,Individuals who put themselves at risk by expressing their political views and the imprisonment of individuals who speak out against a political authority
medtop:20000649,political process,medtop:11000000,"The art or science of participating in the affairs of government, a state of political party"
medtop:20000650,lobbying,medtop:20000593,Advocacy to influence legislators or government officials
medtop:20000651,political parties and movements,medtop:20000593,Covers both formally recognised and informal political associations
medtop:20000652,political development,medtop:20000593,The creation and rise of political systems and the history of the people and nations that are associated with those systems.
medtop:20000653,political system,medtop:20000593,"The form of government that is observed, recognised or otherwise declared by a society or state"
medtop:20000654,democracy,medtop:20000653,"Form of government in which the people hold the power, either directly or through elected officials"
medtop:20000655,dictatorship,medtop:20000653,Form of government in which a single individual or a small group of individuals hold power without the consent of the people
medtop:20000657,belief systems,medtop:12000000,A set of beliefs prescribed by an institution or text often focusing on the worship of a higher power and the outlining of moral guidelines
medtop:20000658,Buddhism,medtop:20000657,An Asian religion founded in the 6th century BC in India based on the teachings of the Buddha with the goal of overcoming suffering and transcending desire and the individual self to achieve nirvana
medtop:20000659,Christianity,medtop:20000657,Religions that follow the teachings of Jesus Christ and the Bible
medtop:20000660,ecumenism,medtop:20000659,Relations between Christian churches
medtop:20000661,Mormonism,medtop:20000659,Christian religion founded in New York State in the 1820s that follows the teachings of Joseph Smith and the *Book of Mormon*
medtop:20000662,Old Catholic,medtop:20000659,Members of a catholic church which started in 1870 and denies the dogma of the infallibility of the pope
medtop:20000663,Christian Orthodoxy,medtop:20000659,"Eastern rite churches which are characterised by their continuity with the apostolic church, their liturgy and their territorial churches, mainly in eastern and south-eastern Europe and the Middle East"
medtop:20000664,Protestantism,medtop:20000659,Christian denominations that were formed through the 16th century Reformation movement
medtop:20000665,Anglican,medtop:20000664,Members of the worldwide Anglican communion which started in the 16th century in England as a breakaway church from the roman catholic church
medtop:20000666,Baptist,medtop:20000664,Members of a Christian church which only baptises adults who truly believe in Christ
medtop:20000667,Lutheran,medtop:20000664,Christians who follow the teaching of reformer Martin Luther
medtop:20000668,Mennonite,medtop:20000664,Members of a 16th century Christian church which is against military service and baptising infants
medtop:20000669,Methodist,medtop:20000664,Followers of John and Charles Wesley who tried to reform the Church of England in the 18th century and turned into a separate church
medtop:20000670,Reformed,medtop:20000664,Christians who follow the teaching of reformers Johannes Calvin and Ulrich Zwingli
